OBJECTID,TRACT_FIPS,ASTHMA_ADJRATE,ASTHMA_L95CI,ASTHMA_U95CI,ASTHMA_STATEADJRATE,ASTHMA_SL95CI,ASTHMA_SU95CI,TRACT_NAME,COUNTY_NAME,ASTHMA_DISPLAY,DIABETES_ADJRATE,DIABETES_L95CI,DIABETES_U95CI,DIABETES_STATEADJRATE,DIABETES_SL95CI,DIABETES_SU95CI,DIABETES_DISPLAY,HD_ADJRATE,HD_L95CI,HD_U95CI,HD_STATEADJRATE,HD_SL95CI,HD_SU95CI,HD_DISPLAY,LWB_ADJRATE,LWB_L95CI,LWB_U95CI,LWB_STATEADJRATE,LWB_SL95CI,LWB_SU95CI,LWB_DISPLAY,TF_ADJRATE,TF_L95CI,TF_U95CI,TF_STATEADJRATE,TF_SL95CI,TF_SU95CI,TF_DISPLAY,MVA_ADJRATE,MVA_L95CI,MVA_U95CI,MVA_STATEADJRATE,MVA_SL95CI,MVA_SU95CI,MVA_DISPLAY,SUICIDE_ADJRATE,SUICIDE_L95CI,SUICIDE_U95CI,SUICIDE_STATEADJRATE,SUICIDE_SL95CI,SUICIDE_SU95CI,SUICIDE_DISPLAY,INFLUENZA_ADJRATE,INFLUENZA_L95CI,INFLUENZA_U95CI,INFLUENZA_STATEADJRATE,INFLUENZA_SL95CI,INFLUENZA_SU95CI,INFLUENZA_DISPLAY,POD_DEATH_ADJRATE,POD_DEATH_L95CI,POD_DEATH_U95CI,POD_DEATH_STATEADJRATE,POD_DEATH_STATEL95CI,POD_DEATH_STATEU95CI,POD_DISPLAY
789,08035014133,621.97,437.32,806.61,619.91,617,622.82,"Census Tract 141.33, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1366.62,1084.49,1648.74,1281.52,1277.48,1285.56,Not Different Than State Average,103.45,71.08,141.88,127.12,125.8,128.44,Not Different Than State Average,6.83,3.94,9.71,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,18.55,6.59,36.58,20.68,20.15,21.22,Not Different Than State Average,12.03,2.98,27.13,54.87,54,55.75,Lower Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
790,08035014204,1802.4,1168.21,2436.59,619.91,617,622.82,"Census Tract 142.04, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1772.52,1142.54,2402.51,1281.52,1277.48,1285.56,Not Different Than State Average,68.57,34.06,115.02,127.12,125.8,128.44,Lower Than State Average,2.2,0.7,4.51,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,29.82,9.1,62.5,20.68,20.15,21.22,Not Different Than State Average,,,,54.87,54,55.75,No Events or Data Suppressed,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
791,08035014135,526.51,327.89,725.13,619.91,617,622.82,"Census Tract 141.35, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,859.77,613.92,1105.63,1281.52,1277.48,1285.56,Lower Than State Average,135.46,12.57,258.35,127.12,125.8,128.44,Not Different Than State Average,9.56,4.62,14.5,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,22.55,7.63,45.36,20.68,20.15,21.22,Not Different Than State Average,42.34,20.44,72.12,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
792,08035014131,538.87,450.63,627.11,619.91,617,622.82,"Census Tract 141.31, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1066.6,965.2,1168,1281.52,1277.48,1285.56,Lower Than State Average,96.09,72.19,119.99,127.12,125.8,128.44,Lower Than State Average,5.37,2.34,9.55,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,9.57,1.35,25.28,20.68,20.15,21.22,Not Different Than State Average,64.61,35.86,93.35,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
793,08035014137,579.87,458.53,701.21,619.91,617,622.82,"Census Tract 141.37, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,738.4,591.87,884.93,1281.52,1277.48,1285.56,Lower Than State Average,36.92,21.88,55.88,127.12,125.8,128.44,Lower Than State Average,6.22,3.76,8.68,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,5.89,1.06,14.64,20.68,20.15,21.22,Lower Than State Average,71.28,49.62,96.86,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
794,08035014127,562.03,455.49,668.58,619.91,617,622.82,"Census Tract 141.27, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,622.35,516.43,728.28,1281.52,1277.48,1285.56,Lower Than State Average,109.46,54.75,164.18,127.12,125.8,128.44,Not Different Than State Average,6.09,2.47,11.16,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,25.3,9.76,48.1,20.68,20.15,21.22,Not Different Than State Average,39.71,19.33,67.35,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
795,08035014125,412.08,328.29,495.87,619.91,617,622.82,"Census Tract 141.25, Douglas County, Colorado",DOUGLAS,Lower Than State Average,1086.32,943.89,1228.75,1281.52,1277.48,1285.56,Lower Than State Average,101.44,51.41,151.46,127.12,125.8,128.44,Not Different Than State Average,8.38,4.45,12.31,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,16.63,4.59,36.17,10.87,10.49,11.26,Not Different Than State Average,22.94,8.14,45.23,20.68,20.15,21.22,Not Different Than State Average,113.21,62.02,164.4,54.87,54,55.75,Higher Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
796,08035014005,504.5,400.41,608.58,619.91,617,622.82,"Census Tract 140.05, Douglas County, Colorado",DOUGLAS,Lower Than State Average,1308.86,1133.29,1484.42,1281.52,1277.48,1285.56,Not Different Than State Average,115.2,51.42,178.99,127.12,125.8,128.44,Not Different Than State Average,5.64,2.77,8.52,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,44.52,22.22,74.48,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
797,08035014007,854.39,681.94,1026.84,619.91,617,622.82,"Census Tract 140.07, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1049.03,865.6,1232.46,1281.52,1277.48,1285.56,Lower Than State Average,62.04,30.15,105.3,127.12,125.8,128.44,Lower Than State Average,6.08,3.36,8.8,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,20.77,4.72,48.21,10.87,10.49,11.26,Not Different Than State Average,34.3,12.05,67.93,20.68,20.15,21.22,Not Different Than State Average,38.52,14.6,73.82,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
798,08035014011,472.45,381.33,563.58,619.91,617,622.82,"Census Tract 140.11, Douglas County, Colorado",DOUGLAS,Lower Than State Average,1244.26,1086.5,1402.02,1281.52,1277.48,1285.56,Not Different Than State Average,140.35,89.03,191.67,127.12,125.8,128.44,Not Different Than State Average,6.68,4.54,8.82,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,69.44,32.56,106.31,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
799,08035014506,535.39,441.4,629.38,619.91,617,622.82,"Census Tract 145.06, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,938.95,793.48,1084.41,1281.52,1277.48,1285.56,Lower Than State Average,81.73,32.33,131.14,127.12,125.8,128.44,Not Different Than State Average,5,2.35,7.65,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,13.27,3.09,30.54,20.68,20.15,21.22,Not Different Than State Average,30.23,13.06,54.5,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
800,08035014604,659.35,532.51,786.2,619.91,617,622.82,"Census Tract 146.04, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1274.68,1038.74,1510.63,1281.52,1277.48,1285.56,Not Different Than State Average,134.84,89.98,188.71,127.12,125.8,128.44,Not Different Than State Average,11.24,7.45,15.02,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,78,44.96,120.08,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
801,08035014013,597.7,497.92,697.48,619.91,617,622.82,"Census Tract 140.13, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1058.98,907.55,1210.41,1281.52,1277.48,1285.56,Lower Than State Average,120.84,56.37,185.3,127.12,125.8,128.44,Not Different Than State Average,5.37,3.4,7.34,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,6.72,1.15,16.91,20.68,20.15,21.22,Lower Than State Average,22.36,10.3,39.04,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
802,08035014012,490.08,404.7,575.47,619.91,617,622.82,"Census Tract 140.12, Douglas County, Colorado",DOUGLAS,Lower Than State Average,1239.32,1089.21,1389.43,1281.52,1277.48,1285.56,Not Different Than State Average,95.91,53.37,138.44,127.12,125.8,128.44,Not Different Than State Average,4.65,2.55,6.75,7.43,7.34,7.52,Lower Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,24.29,11.4,41.99,20.68,20.15,21.22,Not Different Than State Average,50.24,16.7,83.78,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
803,08035014008,658.75,553.36,764.13,619.91,617,622.82,"Census Tract 140.08, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,789.42,666.56,912.28,1281.52,1277.48,1285.56,Lower Than State Average,56.76,20.5,93.02,127.12,125.8,128.44,Lower Than State Average,6.31,4.6,8.02,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,16.98,7.22,30.84,20.68,20.15,21.22,Not Different Than State Average,78.86,32.08,125.64,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
804,08035014009,576.24,457.26,695.22,619.91,617,622.82,"Census Tract 140.09, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,741.81,593.94,889.68,1281.52,1277.48,1285.56,Lower Than State Average,58.75,30.69,95.83,127.12,125.8,128.44,Lower Than State Average,4.32,1.93,6.71,7.43,7.34,7.52,Lower Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,28.86,10.54,56.21,20.68,20.15,21.22,Not Different Than State Average,16.32,3.67,38.01,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
805,08035014010,496.17,406.6,585.73,619.91,617,622.82,"Census Tract 140.10, Douglas County, Colorado",DOUGLAS,Lower Than State Average,1175.74,1024.93,1326.54,1281.52,1277.48,1285.56,Not Different Than State Average,122.89,64.38,181.4,127.12,125.8,128.44,Not Different Than State Average,5.97,3.37,8.58,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,32.15,15.06,55.64,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
806,08035013911,450.28,372.86,527.7,619.91,617,622.82,"Census Tract 139.11, Douglas County, Colorado",DOUGLAS,Lower Than State Average,969.58,851.72,1087.44,1281.52,1277.48,1285.56,Lower Than State Average,110.43,67.89,152.96,127.12,125.8,128.44,Not Different Than State Average,5.39,2.49,9.31,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,50.5,24.34,76.66,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
807,08035014123,626.77,493.48,760.06,619.91,617,622.82,"Census Tract 141.23, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1497.51,1231.28,1763.73,1281.52,1277.48,1285.56,Not Different Than State Average,172.56,116.8,239.14,127.12,125.8,128.44,Not Different Than State Average,10.29,5.79,14.79,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,14.71,2.27,38.01,20.68,20.15,21.22,Not Different Than State Average,92.06,43.8,140.31,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
808,08035014504,861.35,736.97,985.74,619.91,617,622.82,"Census Tract 145.04, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1767.59,1604.12,1931.06,1281.52,1277.48,1285.56,Higher Than State Average,115.11,75.2,155.02,127.12,125.8,128.44,Not Different Than State Average,6.71,3.94,9.48,7.43,7.34,7.52,Not Different Than State Average,8.79,2.3,19.43,7.01,6.78,7.24,Not Different Than State Average,,,,10.87,10.49,11.26,No Events or Data Suppressed,34.56,14.78,62.63,20.68,20.15,21.22,Not Different Than State Average,43.48,20.79,74.45,54.87,54,55.75,Not Different Than State Average,11.91,2.01,30.1,9.25,8.89,9.6,Not Different Than State Average
809,08035013908,673.2,546.2,800.2,619.91,617,622.82,"Census Tract 139.08, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,699.43,611.92,786.93,1281.52,1277.48,1285.56,Lower Than State Average,72.79,45.02,100.56,127.12,125.8,128.44,Lower Than State Average,5.59,2.71,9.41,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,6.94,0.85,18.88,10.87,10.49,11.26,Not Different Than State Average,18.27,6.57,35.82,20.68,20.15,21.22,Not Different Than State Average,54.8,22.55,87.05,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
810,08035013907,529.87,440.76,618.98,619.91,617,622.82,"Census Tract 139.07, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,940.79,817.05,1064.52,1281.52,1277.48,1285.56,Lower Than State Average,60.65,26.04,95.25,127.12,125.8,128.44,Lower Than State Average,5.19,2.63,7.75,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,10.11,1.76,25.34,20.68,20.15,21.22,Not Different Than State Average,39.68,19.77,66.46,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
811,08035013905,835.64,706.69,964.6,619.91,617,622.82,"Census Tract 139.05, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1469.02,1301.06,1636.97,1281.52,1277.48,1285.56,Higher Than State Average,241.97,164.83,319.1,127.12,125.8,128.44,Higher Than State Average,7.93,4.41,11.44,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,17.84,4.42,40.26,20.68,20.15,21.22,Not Different Than State Average,35.57,14.76,65.37,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
812,08035013904,824.31,663.58,985.05,619.91,617,622.82,"Census Tract 139.04, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1218.66,1032.07,1405.26,1281.52,1277.48,1285.56,Not Different Than State Average,243.37,117.83,368.9,127.12,125.8,128.44,Not Different Than State Average,9.72,6.02,13.41,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,14.12,2.82,34.04,20.68,20.15,21.22,Not Different Than State Average,40.22,18.19,70.87,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
813,08035014001,707.13,569.8,844.46,619.91,617,622.82,"Census Tract 140.01, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,1894.99,1636.98,2153.01,1281.52,1277.48,1285.56,Higher Than State Average,87.89,28.55,147.23,127.12,125.8,128.44,Not Different Than State Average,6.5,4.5,8.49,7.43,7.34,7.52,Not Different Than State Average,12.24,2.33,29.8,7.01,6.78,7.24,Not Different Than State Average,9.08,2.14,20.81,10.87,10.49,11.26,Not Different Than State Average,13.9,4.75,27.85,20.68,20.15,21.22,Not Different Than State Average,92.99,33.42,152.57,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
814,08035014115,382.61,293.59,471.63,619.91,617,622.82,"Census Tract 141.15, Douglas County, Colorado",DOUGLAS,Lower Than State Average,859.43,729.41,989.45,1281.52,1277.48,1285.56,Lower Than State Average,82.81,36.96,128.67,127.12,125.8,128.44,Not Different Than State Average,6.55,3.32,10.77,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,28,9.95,55.16,20.68,20.15,21.22,Not Different Than State Average,51.31,25.27,86.48,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
815,08035014114,844.62,678.98,1010.25,619.91,617,622.82,"Census Tract 141.14, Douglas County, Colorado",DOUGLAS,Higher Than State Average,1651.37,1405.55,1897.19,1281.52,1277.48,1285.56,Higher Than State Average,200.35,84.7,316.01,127.12,125.8,128.44,Not Different Than State Average,4.28,1.86,7.64,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,16.33,2.89,40.71,10.87,10.49,11.26,Not Different Than State Average,35.23,12.93,68.48,20.68,20.15,21.22,Not Different Than State Average,64.27,32.23,107.25,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
816,08035014113,500.55,364.57,636.54,619.91,617,622.82,"Census Tract 141.13, Douglas County, Colorado",DOUGLAS,Not Different Than State Average,973.53,732.95,1214.11,1281.52,1277.48,1285.56,Lower Than State Average,86.29,46.67,137.96,127.12,125.8,128.44,Not Different Than State Average,6.54,3.18,10.98,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,0,0,0,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,55.12,24.67,97.64,54.87,54,55.75,Not Different Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
817,08009964600,240.69,131.38,349.99,619.91,617,622.82,"Census Tract 9646, Baca County, Colorado",BACA,Lower Than State Average,1051.31,877.19,1225.43,1281.52,1277.48,1285.56,Lower Than State Average,137.89,79.92,195.87,127.12,125.8,128.44,Not Different Than State Average,4.6,1.23,9.96,7.43,7.34,7.52,Not Different Than State Average,0,0,0,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,0,0,0,20.68,20.15,21.22,No Events or Data Suppressed,14.31,0.15,51.58,54.87,54,55.75,Lower Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
818,08009964700,650.21,462.61,837.81,619.91,617,622.82,"Census Tract 9647, Baca County, Colorado",BACA,Not Different Than State Average,2843.01,2512.25,3173.77,1281.52,1277.48,1285.56,Higher Than State Average,159.7,94.96,224.44,127.12,125.8,128.44,Not Different Than State Average,4,1.06,8.7,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,154.47,70.33,238.61,54.87,54,55.75,Higher Than State Average,0,0,0,9.25,8.89,9.6,No Events or Data Suppressed
819,08019014700,563.55,462.36,664.75,619.91,617,622.82,"Census Tract 147, Clear Creek County, Colorado",CLEAR CREEK,Not Different Than State Average,796.34,688.59,904.09,1281.52,1277.48,1285.56,Lower Than State Average,97.05,51.84,142.26,127.12,125.8,128.44,Not Different Than State Average,7.18,3.42,10.94,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,23.68,8.76,45.89,20.68,20.15,21.22,Not Different Than State Average,45.06,17.64,72.49,54.87,54,55.75,Not Different Than State Average,,,,9.25,8.89,9.6,No Events or Data Suppressed
820,08019014800,178.83,86.63,271.02,619.91,617,622.82,"Census Tract 148, Clear Creek County, Colorado",CLEAR CREEK,Lower Than State Average,174.67,82.69,266.64,1281.52,1277.48,1285.56,Lower Than State Average,251.66,116.21,387.1,127.12,125.8,128.44,Not Different Than State Average,7.79,2.9,14.78,7.43,7.34,7.52,Not Different Than State Average,,,,7.01,6.78,7.24,No Events or Data Suppressed,,,,10.87,10.49,11.26,No Events or Data Suppressed,,,,20.68,20.15,21.22,No Events or Data Suppressed,,,,54.87,54,55.75,No Events or Data Suppressed,,,,9.25,8.89,9.6,No Events or Data Suppressed
